timestamp,agent_name,step_code,tool_start,tool_end,tool_output,aircraft_direction,aircraft_type,flight_number,flight_status,assigned_runway_id,assigned_runway_length,deplaning_equipment_selection_execution_mode,gate_id,acu_readiness_status,gpu_readiness_status,wheels_chocks_readiness_status,ground_clearance_type,ground_clearance_status,wheels_chocks_installation_status,engines_stop_status,acu_connection_status,gpu_connection_status,jetbridge_connection_status,door_opening_status,passenger_disembarkation_status,baggage_unload_status,crew_debrief_status,crew_exit_status,cabin_cleaning_status,lavatory_service_status,catering_loading_status,inspection_maintenance_status,fueling_status
2026-01-29 17:51:08,TrackerAPI-03,,True,,,,B747,AF84,LANDED,19R,,,,,,,,,,,,,,,,,,,,,,,
2026-01-29 17:51:08,TrackerAPI-03,,,True,"[null, null, ""incoming"", null, ""B747"", ""19R"", 2350, null, null, null, ""CLEARED_FOR_LANDING"", null, null, null, null, null, ""AF84"", ""LANDED"", null, null, null, null, null, null, null, null, null, null, null, null]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-29 17:55:39,TrackerAPI-03,,True,,,,B747,AF84,LANDED,19R,,,,,,,,,,,,,,,,,,,,,,,
2026-01-29 17:55:39,TrackerAPI-03,,,True,"[null, null, ""incoming"", null, ""B747"", ""19R"", 2350, null, null, null, ""CLEARED_FOR_LANDING"", null, null, null, null, null, ""AF84"", ""LANDED"", null, null, null, null, null, null, null, null, null, null, null, null]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-29 20:42:44,TrackerAPI-03,,True,,,,B747,AF84,APPROACH,19R,,,,,,,,,,,,,,,,,,,,,,,
2026-01-29 20:42:44,TrackerAPI-03,,,True,"[null, null, ""incoming"", null, ""B747"", ""19R"", 2350, null, null, null, ""CLEARED_FOR_LANDING"", null, null, null, null, null, ""AF84"", ""APPROACH"", null, null, null, null, null, null, null, null, null, null, null, null]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-29 22:29:40,TrackerAPI-03,,True,,,,B747,AF84,LANDED,19R,,,,,,,,,,,,,,,,,,,,,,,
2026-01-29 22:29:41,TrackerAPI-03,,,True,"[null, null, ""incoming"", null, ""B747"", ""19R"", 2350, null, null, null, ""CLEARED_FOR_LANDING"", null, null, null, null, null, ""AF84"", ""LANDED"", null, null, null, null, null, null, null, null, null, null, null, null]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-29 22:33:13,TrackerAPI-03,,True,,,,B747,AF84,LANDED,19R,,,,,,,,,,,,,,,,,,,,,,,
2026-01-29 22:33:14,TrackerAPI-03,,,True,"[null, null, ""incoming"", null, ""B747"", ""19R"", 2350, null, null, null, ""CLEARED_FOR_LANDING"", null, null, null, null, null, ""AF84"", ""LANDED"", null, null, null, null, null, null, null, null, null, null, null, null]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-29 22:36:44,TrackerAPI-03,,True,,,,B747,AF84,LANDED,19R,,,,,,,,,,,,,,,,,,,,,,,
2026-01-29 22:36:44,TrackerAPI-03,,,True,"[null, null, ""incoming"", null, ""B747"", ""19R"", 2350, null, null, null, ""CLEARED_FOR_LANDING"", null, null, null, null, null, ""AF84"", ""LANDED"", null, null, null, null, null, null, null, null, null, null, null, null]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-29 22:40:22,TrackerAPI-03,,True,,,,B747,AF84,landed,19R,,,,,,,,,,,,,,,,,,,,,,,
2026-01-29 22:40:22,TrackerAPI-03,,,True,"[null, null, ""incoming"", null, ""B747"", ""19R"", 2350, null, null, null, ""CLEARED_FOR_LANDING"", null, null, null, null, null, ""AF84"", ""landed"", null, null, null, null, null, null, null, null, null, null, null, null]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-29 22:41:59,TrackerAPI-03,,True,,,,B747,AF84,LANDED,19R,,,,,,,,CLEARED_FOR_LANDING,,,,,,,,,,,,,,,
2026-01-29 22:42:00,TrackerAPI-03,,,True,"[null, null, ""incoming"", null, ""B747"", ""19R"", 2350, null, null, null, ""CLEARED_FOR_LANDING"", null, null, null, null, null, ""AF84"", ""LANDED"", null, null, null, null, ""CLEARED_FOR_LANDING"", null, null, null, null, null, null, null]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-29 22:47:11,TrackerAPI-03,,True,,,,B747,AF84,LANDED,19R,,,,,,,,,,,,,,,,,,,,,,,
2026-01-29 22:47:11,TrackerAPI-03,,,True,"[null, null, ""incoming"", null, ""B747"", ""19R"", 2350, null, null, null, ""CLEARED_FOR_LANDING"", null, null, null, null, null, ""AF84"", ""LANDED"", null, null, null, null, null, null, null, null, null, null, null, null]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-29 22:51:09,TrackerAPI-03,,True,,,,B747,AF84,LANDED,19R,,,,,,,,,,,,,,,,,,,,,,,
2026-01-29 22:51:09,TrackerAPI-03,,,True,"[null, null, ""incoming"", null, ""B747"", ""19R"", 2350, null, null, null, ""CLEARED_FOR_LANDING"", null, null, null, null, null, ""AF84"", ""LANDED"", null, null, null, null, null, null, null, null, null, null, null, null]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-29 22:56:28,TrackerAPI-03,,True,,,,B747,AF84,LANDED,19R,,,,,,,,,,,,,,,,,,,,,,,
2026-01-29 22:56:28,TrackerAPI-03,,,True,"[null, null, ""incoming"", null, ""B747"", ""19R"", 2350, null, null, null, ""CLEARED_FOR_LANDING"", null, null, null, null, null, ""AF84"", ""LANDED"", null, null, null, null, null, null, null, null, null, null, null, null]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-29 23:52:04,TrackerAPI-03,,True,,,,B747,AF84,LANDED,19R,,,,,,,CLEARED_FOR_LANDING,,,,,,,,,,,,,,,,
2026-01-29 23:52:05,TrackerAPI-03,,,True,"[null, null, ""incoming"", null, ""B747"", ""19R"", 2350, null, null, null, ""CLEARED_FOR_LANDING"", null, null, null, null, null, ""AF84"", ""LANDED"", null, null, null, null, null, ""CLEARED_FOR_LANDING"", null, null, null, null, null, null]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-29 23:56:39,TrackerAPI-03,,True,,,,B747,AF84,LANDED,19R,,,,,,,,,,,,,,,,,,,,,,,
2026-01-29 23:56:40,TrackerAPI-03,,,True,"[null, null, ""incoming"", null, ""B747"", ""19R"", 2350, null, null, null, ""CLEARED_FOR_LANDING"", null, null, null, null, null, ""AF84"", ""LANDED"", null, null, null, null, null, null, null, null, null, null, null, null]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-30 00:05:29,TrackerAPI-03,,True,,,,B747,AF84,LANDED,19R,,,,,,,,,,,,,,,,,,,,,,,
2026-01-30 00:05:29,TrackerAPI-03,,,True,"[null, null, ""incoming"", null, ""B747"", ""19R"", 2350, null, null, null, ""CLEARED_FOR_LANDING"", null, null, null, null, null, ""AF84"", ""LANDED"", null, null, null, null, null, null, null, null, null, null, null, null]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-30 00:09:33,TrackerAPI-03,,True,,,,B747,AF84,LANDED,19R,,,,,,,,,,,,,,,,,,,,,,,
2026-01-30 00:09:34,TrackerAPI-03,,,True,"[null, null, ""incoming"", null, ""B747"", ""19R"", 2350, null, null, null, ""CLEARED_FOR_LANDING"", null, null, null, null, null, ""AF84"", ""LANDED"", null, null, null, null, null, null, null, null, null, null, null, null]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-30 00:10:58,TrackerAPI-03,,True,,,,B747,AF84,LANDED,19R,,,,,,,,,,,,,,,,,,,,,,,
2026-01-30 00:10:59,TrackerAPI-03,,,True,"[null, null, ""incoming"", null, ""B747"", ""19R"", 2350, null, null, null, ""CLEARED_FOR_LANDING"", null, null, null, null, null, ""AF84"", ""LANDED"", null, null, null, null, null, null, null, null, null, null, null, null]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-30 00:12:09,TrackerAPI-03,,True,,,,B747,AF84,LANDED,19R,,,,,,,,,,,,,,,,,,,,,,,
2026-01-30 00:12:09,TrackerAPI-03,,,True,"[null, null, ""incoming"", null, ""B747"", ""19R"", 2350, null, null, null, ""CLEARED_FOR_LANDING"", null, null, null, null, null, ""AF84"", ""LANDED"", null, null, null, null, null, null, null, null, null, null, null, null]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-30 00:13:53,TrackerAPI-03,,True,,,,B747,AF84,APPROACH,19R,,,,,,,,,,,,,,,,,,,,,,,
2026-01-30 00:13:53,TrackerAPI-03,,,True,"[null, null, ""incoming"", null, ""B747"", ""19R"", 2350, null, null, null, ""CLEARED_FOR_LANDING"", null, null, null, null, null, ""AF84"", ""APPROACH"", null, null, null, null, null, null, null, null, null, null, null, null]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-30 00:16:11,TrackerAPI-03,,True,,,,B747,AF84,LANDED,19R,,,,,,,,,,,,,,,,,,,,,,,
2026-01-30 00:16:11,TrackerAPI-03,,,True,"[null, null, ""incoming"", null, ""B747"", ""19R"", 2350, null, null, null, ""CLEARED_FOR_LANDING"", null, null, null, null, null, ""AF84"", ""LANDED"", null, null, null, null, null, null, null, null, null, null, null, null]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-30 00:20:25,TrackerAPI-03,,True,,,,B747,AF84,LANDED,19R,,,,,,,,,,,,,,,,,,,,,,,
2026-01-30 00:20:25,TrackerAPI-03,,,True,"[null, null, ""incoming"", null, ""B747"", ""19R"", 2350, null, null, null, ""CLEARED_FOR_LANDING"", null, null, null, null, null, ""AF84"", ""LANDED"", null, null, null, null, null, null, null, null, null, null, null, null]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-30 00:28:53,TrackerAPI-03,,True,,,,B747,AF84,landed,19R,,,,,,,,,,,,,,,,,,,,,,,
2026-01-30 00:28:53,TrackerAPI-03,,,True,"[null, null, ""incoming"", null, ""B747"", ""19R"", 2350, null, null, null, ""CLEARED_FOR_LANDING"", null, null, null, null, null, ""AF84"", ""landed"", null, null, null, null, null, null, null, null, null, null, null, null]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-30 00:31:21,TrackerAPI-03,,True,,,,B747,AF84,LANDED,19R,,,,,,,,,,,,,,,,,,,,,,,
2026-01-30 00:31:22,TrackerAPI-03,,,True,"[null, null, ""incoming"", null, ""B747"", ""19R"", 2350, null, null, null, ""CLEARED_FOR_LANDING"", null, null, null, null, null, ""AF84"", ""LANDED"", null, null, null, null, null, null, null, null, null, null, null, null]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-30 00:34:07,TrackerAPI-03,,True,,,,B747,AF84,LANDED,19R,,,,,,,,,,,,,,,,,,,,,,,
2026-01-30 00:34:07,TrackerAPI-03,,,True,"[null, null, ""incoming"", null, ""B747"", ""19R"", 2350, null, null, null, ""CLEARED_FOR_LANDING"", null, null, null, null, null, ""AF84"", ""LANDED"", null, null, null, null, null, null, null, null, null, null, null, null]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-30 00:36:19,TrackerAPI-03,,True,,,,B747,AF84,LANDED,19R,,,,,,,,,,,,,,,,,,,,,,,
2026-01-30 00:36:19,TrackerAPI-03,,,True,"[null, null, ""incoming"", null, ""B747"", ""19R"", 2350, null, null, null, ""CLEARED_FOR_LANDING"", null, null, null, null, null, ""AF84"", ""LANDED"", null, null, null, null, null, null, null, null, null, null, null, null]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-30 00:41:45,TrackerAPI-03,,True,,,,B747,AF84,LANDED,19R,,,,,,,CLEARED_FOR_LANDING,,,,,,,,,,,,,,,,
2026-01-30 00:41:46,TrackerAPI-03,,,True,"[null, null, ""incoming"", null, ""B747"", ""19R"", 2350, null, null, null, ""CLEARED_FOR_LANDING"", null, null, null, null, null, ""AF84"", ""LANDED"", null, null, null, null, null, ""CLEARED_FOR_LANDING"", null, null, null, null, null, null]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-30 00:42:47,TrackerAPI-03,,True,,,,B747,AF84,LANDED,19R,,,,,,,,,,,,,,,,,,,,,,,
2026-01-30 00:42:48,TrackerAPI-03,,,True,"[null, null, ""incoming"", null, ""B747"", ""19R"", 2350, null, null, null, ""CLEARED_FOR_LANDING"", null, null, null, null, null, ""AF84"", ""LANDED"", null, null, null, null, null, null, null, null, null, null, null, null]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-30 00:44:46,TrackerAPI-03,,True,,,,B747,AF84,LANDED,19R,,,,,,,,,,,,,,,,,,,,,,,
2026-01-30 00:44:46,TrackerAPI-03,,,True,"[null, null, ""incoming"", null, ""B747"", ""19R"", 2350, null, null, null, ""CLEARED_FOR_LANDING"", null, null, null, null, null, ""AF84"", ""LANDED"", null, null, null, null, null, null, null, null, null, null, null, null]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-30 00:46:43,TrackerAPI-03,,True,,,,B747,AF84,LANDED,19R,,,,,,,,,,,,,,,,,,,,,,,
2026-01-30 00:46:44,TrackerAPI-03,,,True,"[null, null, ""incoming"", null, ""B747"", ""19R"", 2350, null, null, null, ""CLEARED_FOR_LANDING"", null, null, null, null, null, ""AF84"", ""LANDED"", null, null, null, null, null, null, null, null, null, null, null, null]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-30 00:49:07,TrackerAPI-03,,True,,,,B747,AF84,LANDED,19R,,,,,,,,,,,,,,,,,,,,,,,
2026-01-30 00:49:07,TrackerAPI-03,,,True,"[null, null, ""incoming"", null, ""B747"", ""19R"", 2350, null, null, null, ""CLEARED_FOR_LANDING"", null, null, null, null, null, ""AF84"", ""LANDED"", null, null, null, null, null, null, null, null, null, null, null, null]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-30 00:50:08,TrackerAPI-03,,True,,,,B747,AF84,LANDED,19R,,,,,,,,,,,,,,,,,,,,,,,
2026-01-30 00:50:08,TrackerAPI-03,,,True,"[null, null, ""incoming"", null, ""B747"", ""19R"", 2350, null, null, null, ""CLEARED_FOR_LANDING"", null, null, null, null, null, ""AF84"", ""LANDED"", null, null, null, null, null, null, null, null, null, null, null, null]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-30 00:54:28,TrackerAPI-03,,True,,,,B747,AF84,LANDED,19R,,,,,,,,,,,,,,,,,,,,,,,
2026-01-30 00:54:28,TrackerAPI-03,,,True,"[null, null, ""incoming"", null, ""B747"", ""19R"", 2350, null, null, null, ""CLEARED_FOR_LANDING"", null, null, null, null, null, ""AF84"", ""LANDED"", null, null, null, null, null, null, null, null, null, null, null, null]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-30 00:57:47,TrackerAPI-03,,True,,,,B747,AF84,LANDED,19R,,,,,,,,,,,,,,,,,,,,,,,
2026-01-30 00:57:47,TrackerAPI-03,,,True,"[null, null, ""incoming"", null, ""B747"", ""19R"", 2350, null, null, null, ""CLEARED_FOR_LANDING"", null, null, null, null, null, ""AF84"", ""LANDED"", null, null, null, null, null, null, null, null, null, null, null, null]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-30 01:01:45,TrackerAPI-03,,True,,,,B747,AF84,LANDED,19R,,,,,,,,,,,,,,,,,,,,,,,
2026-01-30 01:01:45,TrackerAPI-03,,,True,"[null, null, ""incoming"", null, ""B747"", ""19R"", 2350, null, null, null, ""CLEARED_FOR_LANDING"", null, null, null, null, null, ""AF84"", ""LANDED"", null, null, null, null, null, null, null, null, null, null, null, null]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-30 01:07:06,TrackerAPI-03,,True,,,,B747,AF84,LANDED,19R,,,,,,,,,,,,,,,,,,,,,,,
2026-01-30 01:07:06,TrackerAPI-03,,,True,"[null, null, ""incoming"", null, ""B747"", ""19R"", 2350, null, null, null, ""CLEARED_FOR_LANDING"", null, null, null, null, null, ""AF84"", ""LANDED"", null, null, null, null, null, null, null, null, null, null, null, null]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-30 01:10:45,TrackerAPI-03,,True,,,,B747,AF84,landed,19R,,,,,,,,,,,,,,,,,,,,,,,
2026-01-30 01:10:46,TrackerAPI-03,,,True,"[null, null, ""incoming"", null, ""B747"", ""19R"", 2350, null, null, null, ""CLEARED_FOR_LANDING"", null, null, null, null, null, ""AF84"", ""landed"", null, null, null, null, null, null, null, null, null, null, null, null]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-30 01:14:34,TrackerAPI-03,,True,,,,B747,AF84,LANDED,19R,,,,,,,CLEARED_FOR_LANDING,,,,,,,,,,,,,,,,
2026-01-30 01:14:34,TrackerAPI-03,,,True,"[null, null, ""incoming"", null, ""B747"", ""19R"", 2350, null, null, null, ""CLEARED_FOR_LANDING"", null, null, null, null, null, ""AF84"", ""LANDED"", null, null, null, null, null, ""CLEARED_FOR_LANDING"", null, null, null, null, null, null]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-30 01:18:39,TrackerAPI-03,,True,,,,B747,AF84,APPROACH,19R,,,,,,,,,,,,,,,,,,,,,,,
2026-01-30 01:18:39,TrackerAPI-03,,,True,"[null, null, ""incoming"", null, ""B747"", ""19R"", 2350, null, null, null, ""CLEARED_FOR_LANDING"", null, null, null, null, null, ""AF84"", ""APPROACH"", null, null, null, null, null, null, null, null, null, null, null, null]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-30 01:22:52,TrackerAPI-03,,True,,,,B747,AF84,APPROACH,19R,,,,,,,,,,,,,,,,,,,,,,,
2026-01-30 01:22:53,TrackerAPI-03,,,True,"[null, null, ""incoming"", null, ""B747"", ""19R"", 2350, null, null, null, ""CLEARED_FOR_LANDING"", null, null, null, null, null, ""AF84"", ""APPROACH"", null, null, null, null, null, null, null, null, null, null, null, null]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-30 01:26:59,TrackerAPI-03,,True,,,,B747,AF84,LANDED,19R,,,,,,,,,,,,,,,,,,,,,,,
2026-01-30 01:27:00,TrackerAPI-03,,,True,"[null, null, ""incoming"", null, ""B747"", ""19R"", 2350, null, null, null, ""CLEARED_FOR_LANDING"", null, null, null, null, null, ""AF84"", ""LANDED"", null, null, null, null, null, null, null, null, null, null, null, null]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-30 01:32:25,TrackerAPI-03,,True,,,,B747,AF84,LANDED,19R,,,,,,,,,,,,,,,,,,,,,,,
2026-01-30 01:32:25,TrackerAPI-03,,,True,"[null, null, ""incoming"", null, ""B747"", ""19R"", 2350, null, null, null, ""CLEARED_FOR_LANDING"", null, null, null, null, null, ""AF84"", ""LANDED"", null, null, null, null, null, null, null, null, null, null, null, null]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-30 01:36:59,TrackerAPI-03,,True,,,,B747,AF84,LANDED,19R,,,,,,,,,,,,,,,,,,,,,,,
2026-01-30 01:36:59,TrackerAPI-03,,,True,"[null, null, ""incoming"", null, ""B747"", ""19R"", 2350, null, null, null, ""CLEARED_FOR_LANDING"", null, null, null, null, null, ""AF84"", ""LANDED"", null, null, null, null, null, null, null, null, null, null, null, null]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-30 01:43:49,TrackerAPI-03,,True,,,,B747,AF84,LANDED,19R,,,,,,,,,,,,,,,,,,,,,,,
2026-01-30 01:43:50,TrackerAPI-03,,,True,"[null, null, ""incoming"", null, ""B747"", ""19R"", 2350, null, null, null, ""CLEARED_FOR_LANDING"", null, null, null, null, null, ""AF84"", ""LANDED"", null, null, null, null, null, null, null, null, null, null, null, null]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-30 01:46:59,TrackerAPI-03,,True,,,,B747,AF84,LANDED,19R,,,,,,,,,,,,,,,,,,,,,,,
2026-01-30 01:47:00,TrackerAPI-03,,,True,"[null, null, ""incoming"", null, ""B747"", ""19R"", 2350, null, null, null, ""CLEARED_FOR_LANDING"", null, null, null, null, null, ""AF84"", ""LANDED"", null, null, null, null, null, null, null, null, null, null, null, null]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-30 01:51:47,TrackerAPI-03,,True,,,,B747,AF84,LANDED,19R,,,,,,,,,,,,,,,,,,,,,,,
2026-01-30 01:51:48,TrackerAPI-03,,,True,"[null, null, ""incoming"", null, ""B747"", ""19R"", 2350, null, null, null, ""CLEARED_FOR_LANDING"", null, null, null, null, null, ""AF84"", ""LANDED"", null, null, null, null, null, null, null, null, null, null, null, null]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-06 17:59:35,TrackerAPI-03,,True,,,,B747,AF84,LANDED,19R,,,,,,,,,,,,,,,,,,,,,,,
2026-02-06 17:59:36,TrackerAPI-03,,,True,"[null, null, ""incoming"", null, ""B747"", ""19R"", 2350, null, null, null, ""CLEARED_FOR_LANDING"", null, null, null, null, null, ""AF84"", ""LANDED"", null, null, null, null, null, null, null, null, null, null, null, null]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-06 18:42:14,TrackerAPI-03,,True,,,,B747,AF84,APPROACH,19R,,,,,,,,,,,,,,,,,,,,,,,
2026-02-06 18:42:14,TrackerAPI-03,,,True,"[null, null, ""incoming"", null, ""B747"", ""19R"", 2350, null, null, null, ""CLEARED_FOR_LANDING"", null, null, null, null, null, ""AF84"", ""APPROACH"", null, null, null, null, null, null, null, null, null, null, null, null]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-06 18:44:55,TrackerAPI-03,,True,,,,B747,AF84,landed,19R,,,,,,,,,,,,,,,,,,,,,,,
2026-02-06 18:44:56,TrackerAPI-03,,,True,"[null, null, ""incoming"", null, ""B747"", ""19R"", 2350, null, null, null, ""CLEARED_FOR_LANDING"", null, null, null, null, null, ""AF84"", ""landed"", null, null, null, null, null, null, null, null, null, null, null, null]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-06 19:09:04,TrackerAPI-03,,True,,,,B747,AF84,LANDED,19R,,,,,,,,,,,,,,,,,,,,,,,
2026-02-06 19:09:04,TrackerAPI-03,,,True,"[null, null, ""incoming"", null, ""B747"", ""19R"", 2350, null, null, null, ""CLEARED_FOR_LANDING"", null, null, null, null, null, ""AF84"", ""LANDED"", null, null, null, null, null, null, null, null, null, null, null, null]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-06 19:14:07,TrackerAPI-03,,True,,,,B747,AF84,landed,19R,,,,,,,,,,,,,,,,,,,,,,,
2026-02-06 19:14:07,TrackerAPI-03,,,True,"[null, null, ""incoming"", null, ""B747"", ""19R"", 2350, null, null, null, ""CLEARED_FOR_LANDING"", null, null, null, null, null, ""AF84"", ""landed"", null, null, null, null, null, null, null, null, null, null, null, null]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-09 00:26:11,TrackerAPI-03,,True,,,,B747,AF84,APPROACH,19R,,,,,,,,,,,,,,,,,,,,,,,
2026-02-09 00:26:11,TrackerAPI-03,,,True,"[null, null, ""incoming"", null, ""B747"", ""19R"", 2350, null, null, null, ""CLEARED_FOR_LANDING"", null, null, null, null, null, ""AF84"", ""APPROACH"", null, null, null, null, null, null, null, null, null, null, null, null]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-09 00:31:44,TrackerAPI-03,,True,,,,B747,AF84,LANDED,19R,,,,,,,,,,,,,,,,,,,,,,,
2026-02-09 00:31:45,TrackerAPI-03,,,True,"[null, null, ""incoming"", null, ""B747"", ""19R"", 2350, null, null, null, ""CLEARED_FOR_LANDING"", null, null, null, null, null, ""AF84"", ""LANDED"", null, null, null, null, null, null, null, null, null, null, null, null]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-09 00:35:51,TrackerAPI-03,,True,,,,B747,AF84,LANDED,19R,,,,,,,,,,,,,,,,,,,,,,,
2026-02-09 00:35:51,TrackerAPI-03,,,True,"[null, null, ""incoming"", null, ""B747"", ""19R"", 2350, null, null, null, ""CLEARED_FOR_LANDING"", null, null, null, null, null, ""AF84"", ""LANDED"", null, null, null, null, ""CLEARED_FOR_LANDING"", null, null, null, null, null, null, null]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-09 00:38:29,TrackerAPI-03,,True,,,,B747,AF84,LANDED,19R,,,,,,,,,,,,,,,,,,,,,,,
